"x","y","floor"
23.25,22.5,5
23.25,21,5
23.25,19.5,5
23.25,18,5
23.25,16.5,5
23.25,15,5
24.75,34.5,5
24.75,22.5,5
24.75,15,5
26.25,34.5,5
26.25,22.5,5
26.25,15,5
27.75,34.5,5
27.75,22.5,5
29.25,22.5,5
30.75,34.5,5
30.75,22.5,5
32.25,34.5,5
32.25,22.5,5
33.75,34.5,5
33.75,33,5
33.75,31.5,5
33.75,30,5
33.75,28.5,5
33.75,27,5
33.75,25.5,5
33.75,24,5
33.75,22.5,5
33.75,21,5
-1.5,68.25,0
-1.5,66.75,0
-1.5,65.25,0
-1.5,63.75,0
-1.5,62.25,0
-1.5,60.75,0
-1.5,59.25,0
-1.5,57.75,0
-1.5,56.25,0
-1.5,54.75,0
-1.5,53.25,0
-1.5,51.75,0
-1.5,42.75,0
-1.5,41.25,0
-1.5,39.75,0
-1.5,38.25,0
-1.5,36.75,0
-1.5,35.25,0
-1.5,33.75,0
-1.5,32.25,0
-1.5,30.75,0
-1.5,29.25,0
-1.5,27.75,0
-1.5,26.25,0
-1.5,20.25,0
-1.5,18.75,0
-1.5,17.25,0
-1.5,15.75,0
-1.5,14.25,0
-1.5,12.75,0
-1.5,11.25,0
-1.5,9.75,0
-1.5,8.25,0
-1.5,6.75,0
-1.5,5.25,0
-1.5,3.75,0
-1.5,2.25,0
-1.5,0.75,0
-1.5,-0.75,0
0,68.25,0
0,51.75,0
0,42.75,0
0,-0.75,0
1.5,68.25,0
1.5,65.25,0
1.5,51.75,0
1.5,42.75,0
1.5,-0.75,0
3,68.25,0
3,66,0
3,64.5,0
3,51.75,0
3,42.75,0
3,-0.75,0
4.5,68.25,0
4.5,66,0
4.5,64.5,0
4.5,51.75,0
4.5,42.75,0
4.5,8.25,0
4.5,0.75,0
6,68.25,0
6,65.25,0
6,51.75,0
6,42.75,0
6,0.75,0
7.5,68.25,0
7.5,66.75,0
7.5,65.25,0
7.5,63.75,0
7.5,62.25,0
7.5,60.75,0
7.5,59.25,0
7.5,51.75,0
7.5,42.75,0
7.5,22.5,0
7.5,21,0
7.5,19.5,0
7.5,18,0
7.5,16.5,0
7.5,15,0
7.5,13.5,0
7.5,12,0
7.5,2.25,0
9,68.25,0
9,62.25,0
9,60.75,0
9,59.25,0
9,57.75,0
9,56.25,0
9,54.75,0
9,53.25,0
9,51.75,0
9,42.75,0
9,18,0
9,2.25,0
10.5,68.25,0
10.5,57.75,0
10.5,56.25,0
10.5,54.75,0
10.5,53.25,0
10.5,51.75,0
10.5,42.75,0
10.5,18,0
10.5,2.25,0
12,68.25,0
12,57.75,0
12,56.25,0
12,54.75,0
12,53.25,0
12,51.75,0
12,42.75,0
12,18,0
12,3.75,0
12,2.25,0
13.5,68.25,0
13.5,57.75,0
13.5,56.25,0
13.5,54.75,0
13.5,53.25,0
13.5,51.75,0
13.5,42.75,0
13.5,18,0
13.5,3.75,0
13.5,2.25,0
15,68.25,0
15,57.75,0
15,56.25,0
15,54.75,0
15,51.75,0
15,42.75,0
15,18,0
15,5.25,0
15,3.75,0
16.5,68.25,0
16.5,66.75,0
16.5,65.25,0
16.5,63.75,0
16.5,62.25,0
16.5,60.75,0
16.5,59.25,0
16.5,57.75,0
16.5,56.25,0
16.5,54.75,0
16.5,53.25,0
16.5,51.75,0
16.5,42.75,0
16.5,38.25,0
16.5,36.75,0
16.5,35.25,0
16.5,33.75,0
16.5,32.25,0
16.5,27.75,0
16.5,26.25,0
16.5,24.75,0
16.5,23.25,0
16.5,21.75,0
16.5,18.75,0
16.5,17.25,0
16.5,15.75,0
16.5,14.25,0
16.5,12.75,0
16.5,5.25,0
16.5,3.75,0
18,42.75,0
18,41.25,0
18,39.75,0
18,38.25,0
18,36.75,0
18,35.25,0
18,33.75,0
18,32.25,0
18,27.75,0
18,26.25,0
18,24.75,0
18,23.25,0
18,21.75,0
18,18.75,0
18,17.25,0
18,15.75,0
18,14.25,0
18,12.75,0
18,6.75,0
18,5.25,0
19.5,42.75,0
19.5,39.75,0
19.5,38.25,0
19.5,36.75,0
19.5,35.25,0
19.5,33.75,0
19.5,32.25,0
19.5,30.75,0
19.5,29.25,0
19.5,27.75,0
19.5,26.25,0
19.5,24.75,0
19.5,23.25,0
19.5,21.75,0
19.5,18.75,0
19.5,17.25,0
19.5,15.75,0
19.5,14.25,0
19.5,12.75,0
19.5,6.75,0
19.5,5.25,0
21,42.75,0
21,39.75,0
21,38.25,0
21,36.75,0
21,35.25,0
21,33.75,0
21,32.25,0
21,30.75,0
21,29.25,0
21,27.75,0
21,26.25,0
21,24.75,0
21,23.25,0
21,21.75,0
21,20.25,0
21,18.75,0
21,17.25,0
21,15.75,0
21,12.75,0
21,8.25,0
21,6.75,0
21,5.25,0
22.5,42.75,0
22.5,39.75,0
22.5,38.25,0
22.5,36.75,0
22.5,35.25,0
22.5,18,0
22.5,8.25,0
22.5,6.75,0
24,42.75,0
24,39.75,0
24,38.25,0
24,36.75,0
24,35.25,0
24,18,0
24,9.75,0
24,8.25,0
25.5,42.75,0
25.5,39.75,0
25.5,38.25,0
25.5,36.75,0
25.5,18,0
25.5,9.75,0
27,42.75,0
27,39.75,0
27,38.25,0
27,36.75,0
27,18,0
27,9.75,0
28.5,42.75,0
28.5,39.75,0
28.5,38.25,0
28.5,36.75,0
28.5,18,0
28.5,11.25,0
30,42.75,0
30,39.75,0
30,38.25,0
30,36.75,0
30,18,0
30,11.25,0
31.5,42.75,0
31.5,39.75,0
31.5,38.25,0
31.5,36.75,0
31.5,27,0
31.5,18,0
31.5,12.75,0
33,42.75,0
33,39.75,0
33,38.25,0
33,36.75,0
33,27,0
33,25.5,0
33,24,0
33,22.5,0
33,21,0
33,19.5,0
33,18,0
33,12.75,0
34.5,42.75,0
34.5,39.75,0
34.5,38.25,0
34.5,36.75,0
34.5,14.25,0
36,42.75,0
36,39.75,0
36,38.25,0
36,36.75,0
36,14.25,0
37.5,42.75,0
37.5,39.75,0
37.5,38.25,0
37.5,36.75,0
37.5,14.25,0
39,42.75,0
39,39.75,0
39,38.25,0
39,36.75,0
39,14.25,0
40.5,42.75,0
40.5,15.75,0
42,42.75,0
42,41.25,0
42,39.75,0
42,38.25,0
42,36.75,0
42,35.25,0
42,33.75,0
42,32.25,0
42,30.75,0
42,29.25,0
42,27.75,0
42,26.25,0
42,24.75,0
42,23.25,0
42,21.75,0
42,20.25,0
42,18.75,0
42,17.25,0
42,15.75,0
1.5,65.25,1
1.5,39.75,1
1.5,38.25,1
1.5,36.75,1
1.5,35.25,1
1.5,33.75,1
1.5,30.75,1
1.5,29.25,1
1.5,27.75,1
1.5,26.25,1
1.5,24.75,1
1.5,21.75,1
1.5,20.25,1
1.5,18.75,1
1.5,17.25,1
1.5,15.75,1
1.5,9.75,1
1.5,8.25,1
1.5,6.75,1
1.5,5.25,1
1.5,3.75,1
1.5,2.25,1
3,66,1
3,64.5,1
3,39.75,1
3,38.25,1
3,36.75,1
3,35.25,1
3,33.75,1
3,30.75,1
3,29.25,1
3,27.75,1
3,26.25,1
3,24.75,1
3,21.75,1
3,20.25,1
3,18.75,1
3,17.25,1
3,15.75,1
3,9.75,1
3,8.25,1
3,6.75,1
3,5.25,1
3,3.75,1
3,2.25,1
4.5,66,1
4.5,64.5,1
4.5,39.75,1
4.5,38.25,1
4.5,36.75,1
4.5,35.25,1
4.5,33.75,1
4.5,30.75,1
4.5,29.25,1
4.5,27.75,1
4.5,26.25,1
4.5,24.75,1
4.5,21.75,1
4.5,20.25,1
4.5,18.75,1
4.5,17.25,1
4.5,15.75,1
4.5,9.75,1
4.5,8.25,1
4.5,6.75,1
4.5,5.25,1
4.5,3.75,1
6,65.25,1
6,39.75,1
6,38.25,1
6,36.75,1
6,35.25,1
6,33.75,1
6,30.75,1
6,29.25,1
6,27.75,1
6,26.25,1
6,24.75,1
6,21.75,1
6,18.75,1
6,17.25,1
6,15.75,1
6,9.75,1
6,8.25,1
6,6.75,1
6,5.25,1
6,3.75,1
7.5,66.75,1
7.5,65.25,1
7.5,63.75,1
7.5,62.25,1
7.5,60.75,1
7.5,59.25,1
7.5,39.75,1
7.5,38.25,1
7.5,36.75,1
7.5,35.25,1
7.5,33.75,1
7.5,30.75,1
7.5,29.25,1
7.5,27.75,1
7.5,26.25,1
7.5,24.75,1
7.5,21.75,1
7.5,20.25,1
7.5,18.75,1
7.5,17.25,1
7.5,15.75,1
7.5,14.25,1
7.5,12.75,1
7.5,9.75,1
7.5,8.25,1
7.5,6.75,1
7.5,5.25,1
7.5,3.75,1
9,65.25,1
9,63.75,1
9,62.25,1
9,60.75,1
9,59.25,1
9,57.75,1
9,39.75,1
9,38.25,1
9,36.75,1
9,35.25,1
9,33.75,1
9,30.75,1
9,29.25,1
9,27.75,1
9,26.25,1
9,24.75,1
9,21.75,1
9,20.25,1
9,18.75,1
9,17.25,1
9,15.75,1
9,14.25,1
9,12.75,1
10.5,63.75,1
10.5,39.75,1
10.5,38.25,1
10.5,36.75,1
10.5,35.25,1
10.5,33.75,1
10.5,30.75,1
10.5,29.25,1
10.5,27.75,1
10.5,26.25,1
10.5,24.75,1
10.5,21.75,1
10.5,20.25,1
10.5,18.75,1
10.5,17.25,1
10.5,15.75,1
10.5,14.25,1
10.5,12.75,1
10.5,11.25,1
10.5,9.75,1
10.5,8.25,1
10.5,6.75,1
10.5,5.25,1
12,39.75,1
12,30.75,1
12,24.75,1
12,21.75,1
12,15.75,1
12,14.25,1
12,12.75,1
12,11.25,1
12,9.75,1
12,8.25,1
12,6.75,1
13.5,39.75,1
13.5,38.25,1
13.5,36.75,1
13.5,35.25,1
13.5,33.75,1
13.5,32.25,1
13.5,30.75,1
13.5,29.25,1
13.5,27.75,1
13.5,26.25,1
13.5,24.75,1
13.5,23.25,1
13.5,21.75,1
13.5,20.25,1
13.5,18.75,1
13.5,17.25,1
13.5,15.75,1
13.5,14.25,1
13.5,12.75,1
13.5,11.25,1
13.5,9.75,1
13.5,8.25,1
13.5,6.75,1
15,33.75,1
15,21.75,1
15,17.25,1
15,15.75,1
15,12.75,1
16.5,33.75,1
16.5,32.25,1
16.5,30.75,1
16.5,29.25,1
16.5,27.75,1
16.5,26.25,1
16.5,24.75,1
16.5,23.25,1
16.5,21.75,1
16.5,17.25,1
16.5,15.75,1
16.5,14.25,1
16.5,12.75,1
18,33.75,1
18,32.25,1
18,30.75,1
18,29.25,1
18,27.75,1
18,26.25,1
18,24.75,1
18,23.25,1
18,21.75,1
18,17.25,1
18,15.75,1
18,14.25,1
18,12.75,1
19.5,33.75,1
19.5,32.25,1
19.5,23.25,1
19.5,21.75,1
19.5,20.25,1
19.5,17.25,1
19.5,15.75,1
19.5,14.25,1
19.5,12.75,1
21,33.75,1
21,32.25,1
21,23.25,1
21,21.75,1
21,17.25,1
21,15.75,1
21,14.25,1
22.5,33.75,1
22.5,32.25,1
22.5,30.75,1
22.5,29.25,1
22.5,27.75,1
22.5,26.25,1
22.5,24.75,1
22.5,23.25,1
22.5,21.75,1
22.5,20.25,1
22.5,18.75,1
22.5,17.25,1
24,33.75,1
24,32.25,1
24,30.75,1
24,29.25,1
24,27.75,1
24,26.25,1
24,24.75,1
24,23.25,1
24,21.75,1
24,20.25,1
24,18.75,1
24,17.25,1
25.5,18.75,1
27,18.75,1
28.5,18.75,1
30,18.75,1
31.5,18.75,1
33,18.75,1
34.5,18.75,1
1.5,65.25,2
1.5,62.25,2
1.5,60.75,2
1.5,59.25,2
1.5,57.75,2
1.5,56.25,2
1.5,54.75,2
1.5,51.75,2
1.5,50.25,2
1.5,48.75,2
1.5,47.25,2
1.5,45.75,2
1.5,44.25,2
1.5,42.75,2
1.5,41.25,2
1.5,39.75,2
1.5,38.25,2
1.5,36.75,2
1.5,35.25,2
1.5,32.25,2
1.5,30.75,2
1.5,29.25,2
1.5,27.75,2
1.5,26.25,2
1.5,23.25,2
1.5,21.75,2
1.5,20.25,2
1.5,18.75,2
1.5,17.25,2
1.5,15.75,2
1.5,9.75,2
1.5,8.25,2
1.5,6.75,2
1.5,5.25,2
1.5,3.75,2
1.5,2.25,2
3,66,2
3,64.5,2
3,62.25,2
3,60.75,2
3,59.25,2
3,57.75,2
3,56.25,2
3,54.75,2
3,51.75,2
3,50.25,2
3,48.75,2
3,47.25,2
3,45.75,2
3,44.25,2
3,42.75,2
3,41.25,2
3,39.75,2
3,38.25,2
3,36.75,2
3,35.25,2
3,32.25,2
3,30.75,2
3,29.25,2
3,27.75,2
3,26.25,2
3,23.25,2
3,21.75,2
3,20.25,2
3,18.75,2
3,17.25,2
3,15.75,2
3,9.75,2
3,8.25,2
3,6.75,2
3,5.25,2
3,3.75,2
3,2.25,2
4.5,66,2
4.5,64.5,2
4.5,62.25,2
4.5,60.75,2
4.5,59.25,2
4.5,57.75,2
4.5,56.25,2
4.5,54.75,2
4.5,51.75,2
4.5,50.25,2
4.5,48.75,2
4.5,47.25,2
4.5,45.75,2
4.5,44.25,2
4.5,42.75,2
4.5,41.25,2
4.5,39.75,2
4.5,38.25,2
4.5,36.75,2
4.5,35.25,2
4.5,32.25,2
4.5,30.75,2
4.5,29.25,2
4.5,27.75,2
4.5,26.25,2
4.5,23.25,2
4.5,21.75,2
4.5,20.25,2
4.5,18.75,2
4.5,17.25,2
4.5,15.75,2
4.5,9.75,2
4.5,8.25,2
4.5,6.75,2
4.5,5.25,2
4.5,3.75,2
6,65.25,2
6,62.25,2
6,60.75,2
6,59.25,2
6,57.75,2
6,56.25,2
6,54.75,2
6,51.75,2
6,50.25,2
6,48.75,2
6,47.25,2
6,45.75,2
6,44.25,2
6,42.75,2
6,41.25,2
6,39.75,2
6,38.25,2
6,36.75,2
6,32.25,2
6,30.75,2
6,29.25,2
6,27.75,2
6,26.25,2
6,23.25,2
6,21.75,2
6,20.25,2
6,18.75,2
6,17.25,2
6,14.25,2
6,12.75,2
6,9.75,2
6,8.25,2
6,6.75,2
6,5.25,2
6,3.75,2
7.5,65.25,2
7.5,63.75,2
7.5,62.25,2
7.5,60.75,2
7.5,59.25,2
7.5,57.75,2
7.5,56.25,2
7.5,54.75,2
7.5,53.25,2
7.5,51.75,2
7.5,50.25,2
7.5,48.75,2
7.5,47.25,2
7.5,45.75,2
7.5,44.25,2
7.5,42.75,2
7.5,41.25,2
7.5,39.75,2
7.5,38.25,2
7.5,36.75,2
7.5,35.25,2
7.5,33.75,2
7.5,32.25,2
7.5,30.75,2
7.5,29.25,2
7.5,27.75,2
7.5,26.25,2
7.5,24.75,2
7.5,23.25,2
7.5,21.75,2
7.5,20.25,2
7.5,18.75,2
7.5,17.25,2
7.5,15.75,2
7.5,14.25,2
7.5,12.75,2
7.5,11.25,2
7.5,9.75,2
7.5,8.25,2
7.5,6.75,2
7.5,5.25,2
7.5,3.75,2
9,36.75,2
9,33.75,2
9,30.75,2
9,21.75,2
10.5,51.75,2
10.5,50.25,2
10.5,48.75,2
10.5,45.75,2
10.5,44.25,2
10.5,42.75,2
10.5,39.75,2
10.5,38.25,2
10.5,36.75,2
10.5,33.75,2
10.5,30.75,2
10.5,29.25,2
10.5,27.75,2
10.5,26.25,2
10.5,24.75,2
10.5,21.75,2
10.5,20.25,2
10.5,18.75,2
10.5,17.25,2
10.5,15.75,2
10.5,14.25,2
10.5,12.75,2
10.5,11.25,2
10.5,9.75,2
10.5,8.25,2
10.5,6.75,2
10.5,5.25,2
12,51.75,2
12,50.25,2
12,48.75,2
12,45.75,2
12,44.25,2
12,42.75,2
12,39.75,2
12,38.25,2
12,36.75,2
12,33.75,2
12,30.75,2
12,29.25,2
12,27.75,2
12,26.25,2
12,24.75,2
12,21.75,2
12,20.25,2
12,18.75,2
12,17.25,2
12,15.75,2
12,14.25,2
12,12.75,2
12,11.25,2
12,9.75,2
12,8.25,2
12,6.75,2
13.5,51.75,2
13.5,50.25,2
13.5,48.75,2
13.5,45.75,2
13.5,44.25,2
13.5,42.75,2
13.5,39.75,2
13.5,38.25,2
13.5,36.75,2
13.5,33.75,2
13.5,30.75,2
13.5,29.25,2
13.5,27.75,2
13.5,26.25,2
13.5,24.75,2
13.5,21.75,2
13.5,20.25,2
13.5,18.75,2
13.5,17.25,2
13.5,15.75,2
13.5,14.25,2
13.5,12.75,2
13.5,11.25,2
13.5,9.75,2
13.5,8.25,2
13.5,6.75,2
15,33.75,2
15,21.75,2
16.5,33.75,2
16.5,32.25,2
16.5,23.25,2
16.5,21.75,2
18,33.75,2
18,32.25,2
18,23.25,2
18,21.75,2
19.5,33.75,2
19.5,32.25,2
19.5,30.75,2
19.5,29.25,2
19.5,27.75,2
19.5,26.25,2
19.5,24.75,2
19.5,23.25,2
19.5,21.75,2
19.5,20.25,2
21,33.75,2
21,32.25,2
21,23.25,2
21,21.75,2
22.5,39.75,2
22.5,38.25,2
22.5,36.75,2
22.5,35.25,2
22.5,33.75,2
22.5,32.25,2
22.5,30.75,2
22.5,29.25,2
22.5,27.75,2
22.5,26.25,2
22.5,24.75,2
22.5,23.25,2
22.5,21.75,2
22.5,20.25,2
24,39.75,2
24,38.25,2
24,36.75,2
24,35.25,2
24,33.75,2
24,32.25,2
24,30.75,2
24,29.25,2
24,27.75,2
24,26.25,2
24,24.75,2
24,23.25,2
24,21.75,2
24,20.25,2
25.5,39.75,2
25.5,38.25,2
25.5,36.75,2
25.5,35.25,2
25.5,33.75,2
25.5,19.5,2
27,39.75,2
27,38.25,2
27,36.75,2
27,35.25,2
27,33.75,2
27,32.25,2
27,30.75,2
27,29.25,2
27,27.75,2
27,26.25,2
27,24.75,2
27,23.25,2
27,21.75,2
27,19.5,2
28.5,38.25,2
28.5,36.75,2
28.5,35.25,2
28.5,32.25,2
28.5,30.75,2
28.5,29.25,2
28.5,27.75,2
28.5,24.75,2
28.5,23.25,2
28.5,21.75,2
28.5,19.5,2
30,38.25,2
30,35.25,2
30,32.25,2
30,30.75,2
30,27.75,2
30,23.25,2
30,21.75,2
30,19.5,2
31.5,38.25,2
31.5,32.25,2
31.5,30.75,2
31.5,23.25,2
31.5,21.75,2
31.5,19.5,2
33,38.25,2
33,32.25,2
33,30.75,2
33,23.25,2
33,21.75,2
33,19.5,2
34.5,38.25,2
34.5,32.25,2
34.5,30.75,2
34.5,23.25,2
34.5,21.75,2
36,38.25,2
36,35.25,2
36,32.25,2
36,30.75,2
36,23.25,2
36,21.75,2
37.5,38.25,2
37.5,36.75,2
37.5,35.25,2
37.5,32.25,2
37.5,30.75,2
37.5,29.25,2
37.5,27.75,2
37.5,24.75,2
37.5,23.25,2
37.5,21.75,2
39,38.25,2
39,36.75,2
39,35.25,2
39,33.75,2
39,32.25,2
39,30.75,2
39,29.25,2
39,27.75,2
39,26.25,2
39,24.75,2
39,23.25,2
39,21.75,2
1.5,65.25,3
3,66,3
3,64.5,3
4.5,66,3
4.5,64.5,3
6,65.25,3
7.5,65.25,3
7.5,63.75,3
7.5,62.25,3
7.5,60.75,3
7.5,59.25,3
7.5,57.75,3
7.5,56.25,3
7.5,54.75,3
7.5,53.25,3
7.5,51.75,3
7.5,50.25,3
7.5,48.75,3
7.5,47.25,3
7.5,45.75,3
7.5,44.25,3
7.5,42.75,3
7.5,41.25,3
7.5,39.75,3
7.5,38.25,3
7.5,36.75,3
7.5,35.25,3
7.5,33.75,3
7.5,32.25,3
7.5,30.75,3
7.5,29.25,3
7.5,27.75,3
7.5,26.25,3
7.5,24.75,3
7.5,23.25,3
7.5,21.75,3
7.5,20.25,3
7.5,18.75,3
7.5,17.25,3
7.5,15.75,3
7.5,14.25,3
7.5,12.75,3
7.5,11.25,3
7.5,9.75,3
7.5,8.25,3
7.5,6.75,3
7.5,5.25,3
7.5,3.75,3
9,33.75,3
9,32.25,3
9,30.75,3
9,29.25,3
9,27.75,3
9,26.25,3
9,24.75,3
9,23.25,3
9,21.75,3
10.5,33.75,3
10.5,21.75,3
12,33.75,3
12,21.75,3
13.5,33.75,3
13.5,21.75,3
15,33.75,3
15,21.75,3
16.5,33.75,3
16.5,32.25,3
16.5,30.75,3
16.5,29.25,3
16.5,27.75,3
16.5,26.25,3
16.5,24.75,3
16.5,23.25,3
16.5,21.75,3
18,33.75,3
18,32.25,3
18,30.75,3
18,29.25,3
18,27.75,3
18,26.25,3
18,24.75,3
18,23.25,3
18,21.75,3
19.5,33.75,3
19.5,32.25,3
19.5,23.25,3
19.5,21.75,3
19.5,20.25,3
21,33.75,3
21,32.25,3
21,23.25,3
21,21.75,3
22.5,39.75,3
22.5,38.25,3
22.5,36.75,3
22.5,35.25,3
22.5,33.75,3
22.5,32.25,3
22.5,30.75,3
22.5,29.25,3
22.5,27.75,3
22.5,26.25,3
22.5,24.75,3
22.5,23.25,3
22.5,21.75,3
22.5,20.25,3
22.5,18.75,3
24,39.75,3
24,38.25,3
24,36.75,3
24,35.25,3
24,33.75,3
24,32.25,3
24,30.75,3
24,29.25,3
24,27.75,3
24,26.25,3
24,24.75,3
24,23.25,3
24,21.75,3
24,20.25,3
24,18.75,3
25.5,18.75,3
27,18.75,3
28.5,18.75,3
30,18.75,3
31.5,18.75,3
33,18.75,3
1.5,65.25,4
3,66,4
3,64.5,4
4.5,66,4
4.5,64.5,4
6,65.25,4
7.5,65.25,4
7.5,63.75,4
7.5,62.25,4
7.5,60.75,4
7.5,59.25,4
7.5,57.75,4
7.5,56.25,4
7.5,54.75,4
7.5,53.25,4
7.5,51.75,4
7.5,50.25,4
7.5,48.75,4
7.5,47.25,4
7.5,45.75,4
7.5,44.25,4
7.5,42.75,4
7.5,41.25,4
7.5,39.75,4
7.5,38.25,4
7.5,36.75,4
7.5,35.25,4
7.5,33.75,4
7.5,32.25,4
7.5,30.75,4
7.5,29.25,4
7.5,27.75,4
7.5,26.25,4
7.5,24.75,4
7.5,23.25,4
7.5,21.75,4
7.5,20.25,4
7.5,18.75,4
7.5,17.25,4
7.5,15.75,4
7.5,14.25,4
7.5,12.75,4
7.5,11.25,4
7.5,8.25,4
7.5,6.75,4
7.5,5.25,4
9,33.75,4
9,32.25,4
9,30.75,4
9,29.25,4
9,27.75,4
9,26.25,4
9,24.75,4
9,23.25,4
9,21.75,4
12,33.75,4
12,21.75,4
13.5,33.75,4
13.5,21.75,4
15,33.75,4
15,21.75,4
16.5,33.75,4
16.5,32.25,4
16.5,23.25,4
16.5,21.75,4
18,33.75,4
18,32.25,4
18,23.25,4
18,21.75,4
19.5,33.75,4
19.5,32.25,4
19.5,30.75,4
19.5,29.25,4
19.5,27.75,4
19.5,26.25,4
19.5,24.75,4
19.5,23.25,4
19.5,21.75,4
19.5,20.25,4
21,33.75,4
21,32.25,4
21,23.25,4
21,21.75,4
22.5,33.75,4
22.5,32.25,4
22.5,30.75,4
22.5,29.25,4
22.5,27.75,4
22.5,26.25,4
22.5,24.75,4
22.5,23.25,4
22.5,21.75,4
22.5,20.25,4
22.5,18.75,4
22.5,17.25,4
22.5,15.75,4
24,33.75,4
24,21.75,4
24,15.75,4
25.5,33.75,4
25.5,21.75,4
25.5,15.75,4
27,33.75,4
27,21.75,4
27,15.75,4
28.5,33.75,4
28.5,21.75,4
30,33.75,4
30,32.25,4
30,30.75,4
30,29.25,4
30,27.75,4
30,26.25,4
30,24.75,4
30,23.25,4
30,21.75,4
31.5,33.75,4
31.5,32.25,4
31.5,30.75,4
31.5,29.25,4
31.5,27.75,4
31.5,26.25,4
31.5,24.75,4
31.5,23.25,4
31.5,21.75,4
33,33.75,4
33,32.25,4
33,30.75,4
33,29.25,4
33,27.75,4
33,26.25,4
33,24.75,4
33,23.25,4
33,21.75,4
34.5,33.75,4
34.5,32.25,4
34.5,30.75,4
34.5,29.25,4
34.5,27.75,4
34.5,26.25,4
34.5,24.75,4
34.5,23.25,4
34.5,21.75,4
6,65.25,5
7.5,65.25,5
7.5,63.75,5
7.5,62.25,5
7.5,60.75,5
7.5,59.25,5
7.5,57.75,5
7.5,56.25,5
7.5,54.75,5
7.5,53.25,5
7.5,51.75,5
7.5,50.25,5
7.5,48.75,5
7.5,47.25,5
7.5,45.75,5
7.5,44.25,5
7.5,42.75,5
7.5,41.25,5
7.5,39.75,5
7.5,38.25,5
7.5,36.75,5
7.5,35.25,5
7.5,33.75,5
7.5,32.25,5
7.5,30.75,5
7.5,29.25,5
7.5,27.75,5
7.5,26.25,5
7.5,24.75,5
7.5,23.25,5
7.5,21.75,5
7.5,20.25,5
7.5,18.75,5
7.5,17.25,5
7.5,15.75,5
7.5,14.25,5
7.5,12.75,5
9,33.75,5
9,32.25,5
9,30.75,5
9,29.25,5
9,27.75,5
9,26.25,5
9,24.75,5
9,23.25,5
9,21.75,5
12,33.75,5
12,32.25,5
12,21.75,5
13.5,33.75,5
13.5,32.25,5
13.5,21.75,5
15,33.75,5
15,32.25,5
15,21.75,5
16.5,33.75,5
16.5,32.25,5
16.5,30.75,5
16.5,29.25,5
16.5,27.75,5
16.5,26.25,5
16.5,24.75,5
16.5,23.25,5
16.5,21.75,5
18,33.75,5
18,32.25,5
18,30.75,5
18,29.25,5
18,27.75,5
18,26.25,5
18,24.75,5
18,23.25,5
18,21.75,5
19.5,33.75,5
19.5,32.25,5
19.5,23.25,5
19.5,21.75,5
19.5,20.25,5
21,33.75,5
21,32.25,5
21,23.25,5
21,21.75,5
22.5,33.75,5
22.5,32.25,5
22.5,30.75,5
22.5,29.25,5
22.5,27.75,5
22.5,26.25,5
22.5,24.75,5
22.5,23.25,5
22.5,21.75,5
22.5,20.25,5
22.5,18.75,5
22.5,17.25,5
22.5,15.75,5
24,33.75,5
24,21.75,5
24,15.75,5
25.5,33.75,5
25.5,21.75,5
25.5,15.75,5
27,33.75,5
27,21.75,5
27,15.75,5
28.5,33.75,5
28.5,21.75,5
30,33.75,5
30,23.25,5
30,21.75,5
31.5,33.75,5
31.5,23.25,5
31.5,21.75,5
33,33.75,5
33,21.75,5
34.5,33.75,5
34.5,32.25,5
34.5,30.75,5
34.5,29.25,5
34.5,27.75,5
34.5,26.25,5
34.5,24.75,5
34.5,23.25,5
34.5,21.75,5
34.5,20.25,5
34.5,18.75,5
